 ,genotype,time_off_food,bends,omega,tail_touch,food,additive,note,date,plate,transfer_technique,culture_conditons
JB,cest-1.2,5,5,,Y,tnaA,,,8/10/2021,107,bleached eggs,none
JB,cest-1.2,5,3,,Y,tnaA,,,8/10/2021,107,bleached eggs,none
JB,cest-1.2,5,4,,Y,tnaA,,,8/10/2021,108,bleached eggs,none
JB,cest-1.2,5,3,,N,tnaA,,,8/10/2021,108,bleached eggs,none
JB,cest-1.2,5,2,,N,tnaA,,,8/10/2021,108,bleached eggs,none
JB,cest-1.2,5,1,,Y,tnaA,,,8/10/2021,108,bleached eggs,none
JB,cest-1.2,5,1,,N,tnaA,,,8/10/2021,108,bleached eggs,none
JB,cest-1.2,5,3,,Y,tnaA,,,8/10/2021,108,bleached eggs,none
JB,cest-1.2,5,3,,Y,tnaA,,,8/10/2021,108,bleached eggs,none
JB,cest-1.2,5,2,,N,tnaA,,,8/10/2021,108,bleached eggs,none
JB,N2,5,3,,N,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,2,,N,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,2,,N,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,1,,N,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,3,,N,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,2,,Y,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,2,,N,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,4,,Y,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,2,,N,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,5,,Y,tnaA,,,8/10/2021,109,bleached eggs,none
JB,N2,5,4,,Y,tnaA,,,8/10/2021,110,bleached eggs,none
JB,N2,5,3,,Y,tnaA,,,8/10/2021,110,bleached eggs,none
JB,N2,5,4,,N,tnaA,,,8/10/2021,110,bleached eggs,none
JB,N2,5,3,,N,tnaA,,,8/10/2021,110,bleached eggs,none
JB,N2,5,3,,N,tnaA,,,8/10/2021,110,bleached eggs,none
JB,N2,5,5,,N,tnaA,,,8/10/2021,110,bleached eggs,none
JB,N2,5,4,,Y,tnaA,,,8/10/2021,110,bleached eggs,none
JB,N2,5,3,,N,tnaA,,,8/10/2021,110,bleached eggs,none
JB,cest-1.2,5,5,,N,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,3,,N,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,3,,N,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,1,,Y,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,5,,N,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,2,,N,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,3,,N,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,5,,N,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,4,,N,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,4,,N,BW25113,,,8/10/2021,111,bleached eggs,none
JB,cest-1.2,5,4,,Y,BW25113,,,8/10/2021,112,bleached eggs,none
JB,cest-1.2,5,3,,N,BW25113,,,8/10/2021,112,bleached eggs,none
JB,cest-1.2,5,3,,N,BW25113,,,8/10/2021,112,bleached eggs,none
JB,cest-1.2,5,3,,N,BW25113,,,8/10/2021,112,bleached eggs,none
JB,cest-1.2,5,4,,N,BW25113,,,8/10/2021,112,bleached eggs,none
JB,cest-1.2,5,3,,N,BW25113,,,8/10/2021,112,bleached eggs,none
JB,cest-1.2,5,2,,Y,BW25113,,,8/10/2021,112,bleached eggs,none
JB,cest-1.2,5,3,,Y,BW25113,,,8/10/2021,112,bleached eggs,none
JB,cest-1.2,5,2,,Y,BW25113,,,8/10/2021,112,bleached eggs,none
JB,cest-1.2,5,1,,N,BW25113,,,8/10/2021,112,bleached eggs,none
JB,N2,5,5,,Y,JUb39,,,8/11/2021,113,,none
JB,N2,5,6,,Y,JUb39,,,8/11/2021,113,,none
JB,N2,5,2,,N,JUb39,,,8/11/2021,113,,none
JB,N2,5,4,,Y,JUb39,,,8/11/2021,113,,none
JB,N2,5,5,,N,JUb39,,,8/11/2021,113,,none
JB,N2,5,2,,Y,JUb39,,,8/11/2021,113,,none
JB,N2,5,3,,Y,JUb39,,,8/11/2021,113,,none
JB,N2,5,3,,N,JUb39,,,8/11/2021,113,,none
JB,N2,5,3,,Y,JUb39,,,8/11/2021,113,,none
JB,N2,5,4,,Y,JUb39,,,8/11/2021,113,,none
JB,N2,5,3,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,5,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,2,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,3,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,5,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,2,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,4,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,3,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,3,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,3,,Y,JUb39,,,8/11/2021,114,,none
JB,N2,5,4,,Y,tdcKO,,,8/11/2021,115,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,115,,none
JB,N2,5,6,,Y,tdcKO,,,8/11/2021,115,,none
JB,N2,5,4,,Y,tdcKO,,,8/11/2021,115,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,115,,none
JB,N2,5,5,,Y,tdcKO,,,8/11/2021,115,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,115,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,115,,none
JB,N2,5,2,,Y,tdcKO,,,8/11/2021,115,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,4,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,4,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,3,,Y,tdcKO,,,8/11/2021,116,,none
JB,N2,5,4,,Y,OP50,,,8/11/2021,117,,none
JB,N2,5,3,,Y,OP50,,,8/11/2021,117,,none
JB,N2,5,4,,Y,OP50,,,8/11/2021,117,,none
JB,N2,5,4,,Y,OP50,,,8/11/2021,117,,none
JB,N2,5,3,,N,OP50,,,8/11/2021,117,,none
JB,N2,5,3,,Y,OP50,,,8/11/2021,117,,none
JB,N2,5,3,,Y,OP50,,,8/11/2021,117,,none
JB,N2,5,3,,Y,OP50,,,8/11/2021,117,,none
JB,N2,5,5,,Y,OP50,,,8/11/2021,117,,none
JB,N2,5,4,,Y,OP50,,,8/11/2021,117,,none
JB,N2,5,5,,Y,OP50,,,8/11/2021,118,,none
JB,N2,5,3,,Y,OP50,,,8/11/2021,118,,none
JB,N2,5,3,,Y,OP50,,,8/11/2021,118,,none
JB,N2,5,5,,Y,OP50,,,8/11/2021,118,,none
JB,N2,5,8,,Y,OP50,,,8/11/2021,118,,none
JB,N2,5,3,,Y,OP50,,,8/11/2021,118,,none
JB,N2,5,3,,Y,OP50,,,8/11/2021,118,,none
JB,N2,5,4,,Y,OP50,,,8/11/2021,118,,none
JB,N2,5,5,,Y,OP50,,,8/11/2021,118,,none
JB,N2,5,2,,Y,OP50,,,8/11/2021,118,,none
JB,cest-1.2,5,3,,Y,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,3,,N,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,4,,Y,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,3,,Y,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,4,,Y,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,3,,N,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,3,,Y,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,3,,Y,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,2,,Y,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,5,,Y,OP50,,,8/11/2021,119,,none
JB,cest-1.2,5,2,,Y,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,1,,Y,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,1,,Y,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,2,,Y,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,2,,Y,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,3,,Y,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,3,,N,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,4,,Y,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,2,,N,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,5,,Y,OP50,,,8/11/2021,120,,none
JB,cest-1.2,5,4,,N,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,4,,N,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,3,,Y,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,4,,N,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,3,,Y,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,6,,Y,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,3,,Y,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,4,,N,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,6,,Y,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,2,,N,JUb39,,,8/11/2021,121,,none
JB,cest-1.2,5,3,,Y,JUb39,,,8/11/2021,122,,none
JB,cest-1.2,5,4,,N,JUb39,,,8/11/2021,122,,none
JB,cest-1.2,5,3,,N,JUb39,,,8/11/2021,122,,none
JB,cest-1.2,5,4,,N,JUb39,,,8/11/2021,122,,none
JB,cest-1.2,5,4,,Y,JUb39,,,8/11/2021,122,,none
JB,cest-1.2,5,4,,Y,JUb39,,,8/11/2021,122,,none
JB,cest-1.2,5,4,,Y,JUb39,,,8/11/2021,122,,none
JB,cest-1.2,5,5,,Y,JUb39,,,8/11/2021,122,,none
JB,cest-1.2,5,3,,N,JUb39,,,8/11/2021,122,,none
JB,cest-1.2,5,4,,Y,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,1,,N,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,4,,Y,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,2,,N,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,6,,Y,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,4,,N,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,5,,Y,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,2,,Y,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,3,,Y,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,2,,Y,tdcKO,,,8/11/2021,123,,none
JB,cest-1.2,5,2,,Y,tdcKO,,,8/11/2021,124,,none
JB,cest-1.2,5,5,,Y,tdcKO,,,8/11/2021,124,,none
JB,cest-1.2,5,5,,N,tdcKO,,,8/11/2021,124,,none
JB,cest-1.2,5,1,,Y,tdcKO,,,8/11/2021,124,,none
JB,cest-1.2,5,3,,Y,tdcKO,,,8/11/2021,124,,none
JB,cest-1.2,5,4,,Y,tdcKO,,,8/11/2021,124,,none
JB,cest-1.2,5,3,,Y,tdcKO,,,8/11/2021,124,,none
JB,cest-1.2,5,4,,N,tdcKO,,,8/11/2021,124,,none
JB,cest-1.2,5,5,,N,tdcKO,,,8/11/2021,124,,none
JB,cest-1.2,5,5,,Y,OP50,,,9/17/2021,125,,TA
JB,cest-1.2,5,4,,N,OP50,,,9/17/2021,125,,TA
JB,cest-1.2,5,2,,Y,OP50,,,9/17/2021,125,,TA
JB,cest-1.2,5,1,,Y,OP50,,,9/17/2021,125,,TA
JB,cest-1.2,5,3,,N,OP50,,,9/17/2021,125,,TA
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,125,,TA
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,125,,TA
JB,cest-1.2,5,4,,N,OP50,,,9/17/2021,125,,TA
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,125,,TA
JB,cest-1.2,5,4,,Y,OP50,,,9/17/2021,126,,TA
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,126,,TA
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,126,,TA
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,126,,TA
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,126,,TA
JB,cest-1.2,5,1,,Y,OP50,,,9/17/2021,126,,TA
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,126,,TA
JB,cest-1.2,5,4,,N,OP50,,,9/17/2021,126,,TA
JB,cest-1.2,5,2,,Y,OP50,,,9/17/2021,126,,TA
JB,cest-1.2,5,2,,Y,OP50,,,9/17/2021,126,,TA
JB,N2,5,3,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,2,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,1,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,3,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,2,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,1,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,3,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,3,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,2,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,3,,Y,OP50,,,9/17/2021,127,,TA
JB,N2,5,8,,Y,OP50,,,9/17/2021,128,,TA
JB,N2,5,5,,Y,OP50,,,9/17/2021,128,,TA
JB,N2,5,3,,Y,OP50,,,9/17/2021,128,,TA
JB,N2,5,3,,Y,OP50,,,9/17/2021,128,,TA
JB,N2,5,2,,Y,OP50,,,9/17/2021,128,,TA
JB,N2,5,5,,Y,OP50,,,9/17/2021,128,,TA
JB,N2,5,3,,Y,OP50,,,9/17/2021,128,,TA
JB,N2,5,5,,N,OP50,,,9/17/2021,128,,TA
JB,N2,5,2,,N,OP50,,,9/17/2021,128,,TA
JB,N2,5,2,,Y,OP50,,,9/17/2021,128,,TA
JB,cest-1.2,5,2,,Y,OP50,,,9/17/2021,129,,H2O
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,129,,H2O
JB,cest-1.2,5,2,,Y,OP50,,,9/17/2021,129,,H2O
JB,cest-1.2,5,4,,N,OP50,,,9/17/2021,129,,H2O
JB,cest-1.2,5,2,,Y,OP50,,,9/17/2021,129,,H2O
JB,cest-1.2,5,3,,N,OP50,,,9/17/2021,129,,H2O
JB,cest-1.2,5,4,,Y,OP50,,,9/17/2021,129,,H2O
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,129,,H2O
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,129,,H2O
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,130,,H2O
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,130,,H2O
JB,cest-1.2,5,1,,Y,OP50,,,9/17/2021,130,,H2O
JB,cest-1.2,5,2,,Y,OP50,,,9/17/2021,130,,H2O
JB,cest-1.2,5,2,,Y,OP50,,,9/17/2021,130,,H2O
JB,cest-1.2,5,4,,N,OP50,,,9/17/2021,130,,H2O
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,130,,H2O
JB,cest-1.2,5,2,,Y,OP50,,,9/17/2021,130,,H2O
JB,cest-1.2,5,2,,N,OP50,,,9/17/2021,130,,H2O
JB,cest-1.2,5,3,,Y,OP50,,,9/17/2021,130,,H2O
JB,N2,5,3,,Y,OP50,,,9/17/2021,131,,H2O
JB,N2,5,7,,Y,OP50,,,9/17/2021,131,,H2O
JB,N2,5,1,,Y,OP50,,,9/17/2021,131,,H2O
JB,N2,5,6,,Y,OP50,,,9/17/2021,131,,H2O
JB,N2,5,3,,N,OP50,,,9/17/2021,131,,H2O
JB,N2,5,5,,Y,OP50,,,9/17/2021,131,,H2O
JB,N2,5,2,,Y,OP50,,,9/17/2021,131,,H2O
JB,N2,5,4,,Y,OP50,,,9/17/2021,131,,H2O
JB,N2,5,4,,Y,OP50,,,9/17/2021,131,,H2O
JB,N2,5,3,,Y,OP50,,,9/17/2021,131,,H2O
JB,N2,5,3,,Y,OP50,,,9/17/2021,132,,H2O
JB,N2,5,4,,Y,OP50,,,9/17/2021,132,,H2O
JB,N2,5,3,,Y,OP50,,,9/17/2021,132,,H2O
JB,N2,5,2,,Y,OP50,,,9/17/2021,132,,H2O
JB,N2,5,3,,Y,OP50,,,9/17/2021,132,,H2O
JB,N2,5,10,,Y,OP50,,,9/17/2021,132,,H2O
JB,N2,5,3,,N,OP50,,,9/17/2021,132,,H2O
JB,N2,5,4,,Y,OP50,,,9/17/2021,132,,H2O
JB,N2,5,3,,N,OP50,,,9/17/2021,132,,H2O
JB,N2,5,2,,Y,OP50,,,9/17/2021,132,,H2O
JB,N2,5,5,,Y,OP50,TA,,9/24/2021,133,,none
JB,N2,5,4,,N,OP50,TA,,9/24/2021,133,,none
JB,N2,5,2,,Y,OP50,TA,,9/24/2021,133,,none
JB,N2,5,4,,Y,OP50,TA,,9/24/2021,133,,none
JB,N2,5,4,,Y,OP50,TA,,9/24/2021,133,,none
JB,N2,5,4,,Y,OP50,TA,,9/24/2021,133,,none
JB,N2,5,5,,Y,OP50,TA,,9/24/2021,133,,none
JB,N2,5,3,,N,OP50,TA,,9/24/2021,133,,none
JB,N2,5,6,,Y,OP50,TA,,9/24/2021,133,,none
JB,N2,5,4,,Y,OP50,TA,,9/24/2021,134,,none
JB,N2,5,2,,Y,OP50,TA,,9/24/2021,134,,none
JB,N2,5,3,,N,OP50,TA,,9/24/2021,134,,none
JB,N2,5,2,,Y,OP50,TA,,9/24/2021,134,,none
JB,N2,5,3,,Y,OP50,TA,,9/24/2021,134,,none
JB,N2,5,3,,N,OP50,TA,,9/24/2021,134,,none
JB,N2,5,3,,N,OP50,TA,,9/24/2021,134,,none
JB,N2,5,3,,Y,OP50,TA,,9/24/2021,134,,none
JB,N2,5,5,,Y,OP50,TA,,9/24/2021,134,,none
JB,N2,5,2,,Y,OP50,TA,,9/24/2021,134,,none
JB,cest-1.2,5,4,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,5,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,2,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,2,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,6,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,1,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,2,,Y,OP50,TA,,9/24/2021,135,,none
JB,cest-1.2,5,2,,Y,OP50,TA,,9/24/2021,136,,none
JB,cest-1.2,5,5,,Y,OP50,TA,,9/24/2021,136,,none
JB,cest-1.2,5,2,,Y,OP50,TA,,9/24/2021,136,,none
JB,cest-1.2,5,4,,Y,OP50,TA,,9/24/2021,136,,none
JB,cest-1.2,5,4,,Y,OP50,TA,,9/24/2021,136,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,9/24/2021,136,,none
JB,cest-1.2,5,2,,Y,OP50,TA,,9/24/2021,136,,none
JB,cest-1.2,5,3,,Y,OP50,TA,,9/24/2021,136,,none
JB,cest-1.2,5,2,,Y,OP50,TA,,9/24/2021,136,,none
JB,cest-1.2,5,1,,Y,OP50,TA,,9/24/2021,136,,none
JB,N2,5,2,,Y,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,4,,N,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,4,,Y,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,4,,Y,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,2,,Y,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,1,,Y,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,4,,Y,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,4,,Y,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,4,,Y,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,3,,N,OP50,H2O,,9/24/2021,137,,none
JB,N2,5,3,,Y,OP50,H2O,,9/24/2021,138,,none
JB,N2,5,4,,Y,OP50,H2O,,9/24/2021,138,,none
JB,N2,5,5,,Y,OP50,H2O,,9/24/2021,138,,none
JB,N2,5,3,,Y,OP50,H2O,,9/24/2021,138,,none
JB,N2,5,2,,Y,OP50,H2O,,9/24/2021,138,,none
JB,N2,5,2,,Y,OP50,H2O,,9/24/2021,138,,none
JB,N2,5,3,,N,OP50,H2O,,9/24/2021,138,,none
JB,N2,5,2,,Y,OP50,H2O,,9/24/2021,138,,none
JB,N2,5,4,,N,OP50,H2O,,9/24/2021,138,,none
JB,N2,5,4,,Y,OP50,H2O,,9/24/2021,138,,none
JB,cest-1.2,5,3,,N,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,5,,Y,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,2,,Y,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,3,,N,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,4,,Y,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,139,,none
JB,cest-1.2,5,2,,Y,OP50,H2O,,9/24/2021,140,,none
JB,cest-1.2,5,7,,Y,OP50,H2O,,9/24/2021,140,,none
JB,cest-1.2,5,2,,Y,OP50,H2O,,9/24/2021,140,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,140,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,140,,none
JB,cest-1.2,5,2,,Y,OP50,H2O,,9/24/2021,140,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,140,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,140,,none
JB,cest-1.2,5,2,,Y,OP50,H2O,,9/24/2021,140,,none
JB,cest-1.2,5,3,,Y,OP50,H2O,,9/24/2021,140,,none
JB,N2,5,4,,Y,OP50,,,10/26/2021,141,,none
JB,N2,5,4,,Y,OP50,,,10/26/2021,141,,none
JB,N2,5,5,,Y,OP50,,,10/26/2021,141,,none
JB,N2,5,2,,Y,OP50,,,10/26/2021,141,,none
JB,N2,5,5,,Y,OP50,,,10/26/2021,141,,none
JB,N2,5,3,,N,OP50,,,10/26/2021,141,,none
JB,N2,5,5,,N,OP50,,,10/26/2021,141,,none
JB,N2,5,6,,N,OP50,,,10/26/2021,141,,none
JB,N2,5,3,,Y,OP50,,,10/26/2021,141,,none
JB,N2,5,3,,Y,OP50,,,10/26/2021,141,,none
JB,N2,5,3,,Y,OP50,,,10/26/2021,142,,none
JB,N2,5,3,,Y,OP50,,,10/26/2021,142,,none
JB,N2,5,2,,N,OP50,,,10/26/2021,142,,none
JB,N2,5,5,,Y,OP50,,,10/26/2021,142,,none
JB,N2,5,8,,Y,OP50,,,10/26/2021,142,,none
JB,N2,5,4,,Y,OP50,,,10/26/2021,142,,none
JB,N2,5,3,,Y,OP50,,,10/26/2021,142,,none
JB,N2,5,3,,N,OP50,,,10/26/2021,142,,none
JB,N2,5,5,,N,OP50,,,10/26/2021,142,,none
JB,N2,5,3,,Y,OP50,,,10/26/2021,142,,none
JB,cest-1.2,5,3,,Y,OP50,,,10/26/2021,143,,none
JB,cest-1.2,5,4,,Y,OP50,,,10/26/2021,143,,none
JB,cest-1.2,5,1,,N,OP50,,,10/26/2021,143,,none
JB,cest-1.2,5,2,,N,OP50,,,10/26/2021,143,,none
JB,cest-1.2,5,3,,Y,OP50,,,10/26/2021,143,,none
JB,cest-1.2,5,4,,Y,OP50,,,10/26/2021,143,,none
JB,cest-1.2,5,3,,Y,OP50,,,10/26/2021,143,,none
JB,cest-1.2,5,3,,Y,OP50,,,10/26/2021,143,,none
JB,cest-1.2,5,3,,Y,OP50,,,10/26/2021,143,,none
JB,cest-1.2,5,3,,N,OP50,,,10/26/2021,144,,none
JB,cest-1.2,5,3,,Y,OP50,,,10/26/2021,144,,none
JB,cest-1.2,5,1,,Y,OP50,,,10/26/2021,144,,none
JB,cest-1.2,5,3,,Y,OP50,,,10/26/2021,144,,none
JB,cest-1.2,5,2,,Y,OP50,,,10/26/2021,144,,none
JB,cest-1.2,5,4,,Y,OP50,,,10/26/2021,144,,none
JB,cest-1.2,5,3,,Y,OP50,,,10/26/2021,144,,none
JB,cest-1.2,5,3,,Y,OP50,,,10/26/2021,144,,none
JB,cest-1.2,5,2,,Y,OP50,,,10/26/2021,144,,none
JB,cest-1.2,5,4,,N,OP50,,,10/26/2021,144,,none
